"Code","Name","Latitude","Longitude","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tHAEMavg","tHAEMstd","YEAR","tCommBiomass","Reef Type","Depth"
"BZPHMR10","Wilson",16.22111,-88.58796,3192,6867,0,0,70,199,0,0,4089,8544,"2018",7351,NA,3.3
"BZSCMR","Preservation Zone",16.1506,-88.2429,330.51567763304,991.54703289913,506.67040396732,1492.2260640022,17.154836391833,12.1303011428109,0,0,81.866148474861,127.62363746536,"2023",936.207066467054,"Barrier",NA
"CB_BR","CB_BR",17.15853,-87.91023,1027,437,73,171,0,0,0,0,1678,1048,"2018",2778,NA,2.1
"CB_DFR","CB_DFR",17.14891,-87.90773,478,669,0,0,35,99,0,0,447,442,"2018",960,NA,10.7
"CB_SFR","CB_SFR",17.15698,-87.90921,222,262,357,674,8,22,0,0,427,373,"2018",1014,NA,7.6
"CBDFR","CBDFR",17.157,-87.9079,2500.5597288679,2242.1368712499,0,0,1669.1867908501,926.405035749235,0,0,115.54774610795,170.84294269337,"2023",4285.29426582595,"Atoll",NA
"CC01","Corona Caiman",15.95446,-88.28024,32,102,14,21,39,100,0,0,23,65,"2021",108,NA,14
"CC01","Corona Caiman",15.9545,-88.2802,35.134036296788,105.27952982083,46.928972980129,115.53764888939,19.548160972753,13.8226371835599,0,0,236.43719622837,474.05947787405,"2023",338.04836647804,"Bank",NA
"CC02","Corona Caiman sensor temp",15.9695,-88.2985,116.60240694637,320.38447680713,28.014701135656,54.636702460541,25.732254587749,18.195451714216,0,0,47.521242000414,111.49076330803,"2023",217.870604670189,"Bank",NA
"CC02","Corona Caiman sensor temp",15.96953,-88.29851,16,53,285,944,16,29,13,44,12,31,"2021",342,NA,16.1
"CCSC","Caye Caulker Southern Channel",17.7256,-88.0109,307.24890931938,415.69992075104,80.523269591822,115.32320988521,265.0374789114,187.409798606838,0,0,2241.0709333068,2764.0972280431,"2023",2893.8805911294,"Barrier",NA
"Control","Control",18.06742,-87.86975,159,331,12,33,40,75,0,0,191,210,"2018",402,NA,15.4
"Coral Lane","Coral Lane",17.3072,-88.0538,442.0754742368,875.04595809659,8.137573390671,24.412720172013,0,0,225.97930991314,677.93792973942,1467.231918825,788.07302799722,"2023",2143.42427636561,"Barrier",NA
"CZ2_DFR","Cockroach Zone",17.51,-87.7492,277.31513477673,516.1348537595,211.19342820191,354.38222923968,233.31972442795,164.98195932758,0,0,334.29989980658,641.29050192753,"2023",1056.12818721317,"Atoll",NA
"CZ2_DFR","CZ2_DFR",17.51001,-87.74921,0,0,53,104,0,0,18,52,150,144,"2018",221,NA,10.7
"CZ2_SFR","CZ2_SFR",17.51015,-87.74994,566,728,0,0,16,45,0,0,472,536,"2018",1054,NA,8.6
"CZFR2","CZFR2",16.7369,-87.8077,100.32221409338,300.96664228015,48.038776099788,115.13413671164,166.17039293342,117.500211675654,0,0,304.04547134987,558.95341734866,"2023",618.576854476458,"Atoll",NA
"CZFR2",NA,16.73689,-87.80771,507,588,120,374,46,119,0,0,194,225,"2018",867,NA,14.7
"CZPR4",NA,16.76369,-87.80431,10,30,0,0,0,0,0,0,72,121,"2018",82,NA,1.5
"FIDO","Fido's Secret Wall",18.17344,-87.82841,297,386,67,135,638,2003,117,370,916,906,"2018",2035,NA,11.4
"Goff's Caye","Goff's Caye",17.3521,-88.0385,41.22355289483,123.67065868449,93.857945960258,149.30920806111,68.619345567331,48.5212045712428,0,0,321.80327185862,211.3674444117,"2023",525.504116281039,"Barrier",NA
"GSMBRS1","Gladden Spit",16.45231,-88.04171,123,214,118,374,2,6,0,0,95,161,"2021",338,NA,3.2
"HolChan","Hol Chan",17.85897,-87.97327,86,209,583,1843,0,0,0,0,13,24,"2021",682,NA,13.8
"LAST","Last Resort",18.16356,-87.83042,445,710,0,0,0,0,0,0,540,362,"2018",985,NA,4.4
"LBCMBRS1","Laughing Bird 1",16.42794,-88.20604,345,388,154,296,0,0,0,0,86,126,"2021",585,NA,6.8
"LBCMBRS1","Laughing Bird Caye 1",16.4279,-88.206,145.75483929697,306.67699426413,85.459371807334,171.94736740592,0,0,0,0,240.7327029171,443.41155609678,"2023",471.946914021404,"Lagoonal",NA
"LBCMBRS2","Laughing Bird 2",16.44383,-88.19778,1052,2753,0,0,6,20,117,370,508,1007,"2021",1683,NA,2.3
"LBCMBRS2","Laughing Bird Caye 2",16.4438,-88.1978,98.282663885509,136.10652026294,0,0,186.26944567699,131.712388166059,0,0,1386.6293824404,863.70415165384,"2023",1671.1814920029,"Lagoonal",NA
"MP_DFR","Mauger Point",17.6211,-87.7889,2023.2651383204,1469.8568300446,161.40882860837,180.1610860704,9.5304646621292,6.73905619045032,0,0,213.27177014496,300.89636899733,"2023",2407.47620173586,"Atoll",NA
"MP_DFR","MP_DFR",17.62305,-87.79146,285,259,188,450,9,24,0,0,190,254,"2018",672,NA,10.7
"MP_SFR","Mauger Point",17.6205,-87.7884,2400.3684710049,2219.8392512633,181.69534958715,336.01353230777,1.9559313024611,1.38305228750528,147.44054384412,417.02483349603,303.59227264251,516.627205179,"2023",3035.05256838114,"Atoll",NA
"MP_SFR","MP_SFR",17.62194,-87.78979,197,310,2,4,9,22,0,0,112,71,"2018",320,NA,7.6
"MXRCK","Mexico Rocks",17.99067,-87.90297,11,34,0,0,32,100,0,0,137,309,"2021",180,NA,13.5
"MXRCK","Mexico Rocks",17.9907,-87.903,8.0037866138235,24.011359841471,0,0,107.5476281488,76.0476571645457,0,0,33.475218799487,61.926421792403,"2023",149.026633562111,"Barrier",NA
"Nicholas Caye","Nicholas Caye",16.1123,-88.256,4316.589357989,6983.2650328067,12.837786631561,24.286173659106,17.154836391833,12.1303011428109,0,0,537.3777702551,675.82175102729,"2023",4883.95975126749,"Barrier",NA
"PALM","Palm Spring",18.06523,-87.87831,146,267,0,0,0,0,0,0,59,72,"2018",205,NA,1.8
"PHMR 01","Bank 3",16.15347,-88.59154,21,38,0,0,25,80,0,0,33,69,"2021",79,NA,8
"PHMR 02","Frenchman",16.17925,-88.63641,19,41,20,42,13,40,0,0,342,816,"2021",394,NA,3.6
"PHMR 03","Daly Bank",16.33055,-88.34744,22,47,59,67,0,0,0,0,20,37,"2021",101,NA,8.2
"PHMR 04","Spanish Bank",16.15952,-88.41018,30,70,33,46,843,2665,0,0,116,176,"2021",1022,NA,8.8
"PHMR 05","East Snake Caye",16.20594,-88.50809,66,147,44,138,133,421,0,0,160,180,"2021",403,NA,4.1
"PHMR 06","Middle Snake Caye",16.20153,-88.55112,181,230,0,0,13,40,990,3132,251,209,"2021",1435,NA,2.8
"PHMR 07","West Snake Caye",16.18875,-88.56981,255,661,9,30,0,0,0,0,209,252,"2021",473,NA,4.1
"PHMR 08","South Snake Caye",16.17914,-88.56445,117,298,0,0,0,0,0,0,282,384,"2021",399,NA,2.3
"PHMR 09","Wilson Caye",16.22111,-88.58796,44,107,0,0,0,0,0,0,172,250,"2021",216,NA,1.5
"PHMR 10","BANK 2",16.17936,-88.55684,351,574,44,138,0,0,0,0,625,968,"2021",1020,NA,3.9
"Pig Sty","Pig Sty",18.18163,-87.82744,560,666,109,183,145,456,0,0,352,366,"2018",1166,NA,11.3
"R01","LHRA",17.4735,-87.4864,0,0,883.4941799043,2244.4503918188,8.5774181959163,6.0651505714053,354.44863557565,1063.345906727,120.05165168439,113.5625906432,"2023",1366.57188536026,"Atoll",NA
"R02","LHRA",17.4719,-87.4873,33.473632943671,55.893500611669,16.797148305847,33.594296611693,0,0,67.389327550159,202.16798265048,95.56845736842,110.52863850444,"2023",213.228566168097,"Atoll",NA
"R03","LHRA",17.4618,-87.4986,58.203450448062,122.66929564182,17.906951425506,33.202088433285,0,0,0,0,116.68102575201,244.51183314369,"2023",192.791427625578,"Atoll",NA
"R04","LHRA",17.4459,-87.5283,56.696370576853,112.47936823797,166.2875928135,325.99684151762,102.67797569784,72.6042928944502,132.6964894597,398.08946837911,348.01576447767,560.48967657373,"2023",806.374193025563,"Atoll",NA
"R05","LHRA",17.4432,-87.5293,280.68742569364,334.45922335096,10.681351287563,24.924443409592,17.154836391833,12.1303011428109,1004.3082814867,3012.9248444602,226.04839489771,174.79566179958,"2023",1538.88028975745,"Atoll",NA
"R06","LHRA",17.3923,-87.4624,824.86831132449,1407.723906006,9.5083772725828,28.525131817748,19.59277923113,13.854187056623,0,0,150.28489604614,251.0658252618,"2023",1004.25436387434,"Atoll",NA
"R07","LHRA",17.3936,-87.4635,94.259110225447,133.69995500023,0,0,0,0,0,0,55.754992360421,64.45187157177,"2023",150.014102585868,"Atoll",NA
"R08","LHRA",17.3837,-87.5184,499.2809343926,810.28442606694,0,0,54.40872552723,38.4727787760219,0,0,1332.7876516712,1255.8746415164,"2023",1886.47731159103,"Atoll",NA
"R10 DFR","LHRA",17.3097,-87.5836,620.22753434937,1414.7413669783,669.96427285376,1147.9703890637,211.84772480381,149.798962787716,0,0,1615.3737807014,4089.9820385871,"2023",3117.41331270834,"Atoll",NA
"R10 DFR","R10 DFR",17.3097,-87.58365,233,192,14,36,19,60,0,0,102,91,"2021",368,NA,3.6
"R11 SFR","LHRA",17.2574,-87.572,37.428838589763,112.28651576929,16.797148305847,33.594296611693,18.57094613881,13.1316419478027,0,0,28.977612133914,39.74228658947,"2023",101.774545168334,"Atoll",NA
"R11 SFR","R11 SFR",17.25742,-87.57198,264,404,2,8,150,287,0,0,120,130,"2021",536,NA,10.6
"R12","LHRA",17.2243,-87.6046,69.524925184765,208.57477555429,17.625780242009,32.691992137862,0,0,0,0,45.898321188115,84.731491319409,"2023",133.049026614889,"Atoll",NA
"R13 SFR","LHRA",17.226,-87.6015,42.639492203985,74.113641174302,35.813902851012,76.290469007404,17.154836391833,12.1303011428109,0,0,55.765410376717,66.833972709074,"2023",151.373641823547,"Atoll",NA
"R13 SFR","R13 SFR",17.22598,-87.60154,185,257,200,371,106,194,0,0,34,83,"2021",525,NA,8.4
"R14","LHRA",17.2237,-87.5638,5674.2694722833,7075.1321240578,142.16011682378,159.45756481034,255.79543485533,180.874686582766,151.27300800518,395.7915241779,4646.0255235038,5617.3886865127,"2023",10869.5235554714,"Atoll",NA
"R15 DFR","LHRA",17.2032,-87.5422,3315.9324355478,6150.2177079513,13835.733968849,30529.191975323,147.99781892381,104.650261361845,1092.7865457214,2348.1023431035,258.27882994101,347.39016646184,"2023",18650.729598983,"Atoll",NA
"R15 DFR","R15 DFR",17.20323,-87.54223,378,458,162,384,160,501,158,378,51,68,"2021",909,NA,11
"R16 DFR","LHRA",17.2032,-87.5249,264.15348552604,764.57973333,986.64899597586,1881.5084179396,0,0,0,0,11.950044832571,25.387030400445,"2023",1262.75252633447,"Atoll",NA
"R16 DFR","R16 DFR",17.20319,-87.52493,0,0,0,0,0,0,410,865,39,61,"2021",449,NA,13.6
"R17 SFR","LHRA",17.2034,-87.5281,92.449822980686,277.34946894206,0,0,0,0,48.812809004687,146.43842701406,28.460145902858,36.239057457411,"2023",169.722777888231,"Atoll",NA
"R17 SFR","R17 SFR",17.20341,-87.52811,193,611,118,374,6,20,0,0,2,4,"2021",319,NA,5.3
"R18 BR","LHRA",17.1862,-87.6121,62.749633938263,109.0155071978,16.797148305847,33.594296611693,74.507778270795,52.6849552664228,53.154266373168,145.56788696836,497.46398938006,499.10130888714,"2023",704.672816268133,"Atoll",NA
"R18 BR","R18 BR",17.18617,-87.61214,112,121,11,34,0,0,0,0,60,88,"2021",183,NA,1.8
"R19","LHRA",17.1242,-87.6208,0,0,549.31281894117,1152.2897148184,0,0,0,0,90.631970246636,116.22584870071,"2023",639.944789187806,"Atoll",NA
"R2 SFR","R2 SFR",17.47189,-87.48732,42,78,40,56,0,0,0,0,83,65,"2021",165,NA,4.3
"R20 SFR","LHRA",17.131,-87.6064,42.128707721639,77.404025212916,0,0,0,0,0,0,790.73699177886,1799.6155584668,"2023",832.865699500499,"Atoll",NA
"R20 SFR","R20 SFR",17.13101,-87.60639,250,397,1,4,4,8,0,0,120,184,"2021",375,NA,6.1
"R21 BR","LHRA",17.1352,-87.6206,1.1374503269365,3.4123509808096,0,0,42.887090979582,30.3257528570268,0,0,138.46347559431,269.66102794121,"2023",182.488016900829,"Atoll",NA
"R21 BR","R21 BR",17.13524,-87.62064,284,370,0,0,0,0,0,0,178,161,"2021",462,NA,2.4
"R22","LHRA",17.4381,-87.534,0,0,8.3985741529233,25.19572245877,0,0,0,0,152.9392084753,169.99399120999,"2023",161.337782628223,"Atoll",NA
"R23","LHRA",17.2066,-87.5307,1550.2481017054,2463.6832400667,0,0,80.140980114979,56.6682304902379,323.60492792251,970.81478376754,1775.7997284694,3258.5533434533,"2023",3729.79373821229,"Atoll",NA
"R24","LHRA",17.3147,-87.5345,1352.8523972856,2326.7432177808,0,0,74.00150475836,52.3269658326449,0,0,1594.869289905,2997.6713452533,"2023",3021.72319194896,"Atoll",NA
"R4 DFR","R4 DFR",17.44595,-87.52826,729,1203,11,36,6,20,0,0,359,269,"2021",1105,NA,10.4
"R6 DFR","R6 DFR",17.39226,-87.46236,121,171,118,374,0,0,163,285,192,164,"2021",594,NA,11.2
"R7 SFR","R7 SFR",17.39364,-87.46348,104,221,36,115,0,0,0,0,59,82,"2021",199,NA,6.3
"R9 BR","LHRA",17.3165,-87.5302,10.883817460111,29.058512916247,90.689826387153,146.46313598052,154.55952186902,109.290086010535,0,0,1502.4708659834,1245.696314511,"2023",1758.60403169968,"Atoll",NA
"R9 BR","R9 BR",17.31648,-87.53019,498,442,0,0,0,0,0,0,1535,2562,"2021",2033,NA,4.2
"Rainbow","Rainbow Reef",18.08934,-87.86808,56,59,19,40,13,27,0,0,71,83,"2018",159,NA,1
"RPN","Rocky Point North",18.11949,-87.82177,0,0,2,8,56,178,0,0,209,172,"2018",267,NA,12.7
"SP_DFR","Soldier Point",17.3341,-87.7871,72.999567651075,119.98355566149,18.408592212505,34.36055265353,2.7088253769968,1.91542879312464,0,0,21.601108366564,33.387187003392,"2023",115.718093607141,"Atoll",NA
"SP_DFR","SP_DFR",17.33406,-87.78709,281,343,12,33,0,0,0,0,258,406,"2018",551,NA,10.7
"SP_SFR","SP_SFR",17.33352,-87.78812,322,511,66,187,27,38,0,0,204,266,"2018",619,NA,7.6
"SWCCZFR1","SWCCZFR1",16.88466,-88.06055,205,291,22,44,127,379,0,0,85,80,"2021",439,NA,13.6
"SWCCZFR1","SWCCZFR1",16.8847,-88.0606,192.07490780851,419.6944106433,59.427797113118,108.33426086805,88.718398310896,62.7333810616437,0,0,303.12661599436,239.03258642782,"2023",643.347719226884,"Barrier",NA
"SWCCZFR1","SWCCZFR1",16.88471,-88.0567,58,165,248,330,255,615,0,0,205,210,"2018",766,NA,15.5
"SWCCZFR2","SWCCZFR2",16.8679,-88.0649,0,0,113.52703421523,162.97272407854,372.53889135398,263.424776332118,0,0,181.70795532281,162.76167790464,"2023",667.77388089202,"Barrier",NA
"SWCCZFR2","SWCCZFR2",16.86792,-88.06493,235,341,121,229,25,61,0,0,97,61,"2021",478,NA,15.1
"SWCCZFR2","SWCCZFR2",16.86805,-88.06128,300,269,0,0,16,29,0,0,260,316,"2018",576,NA,15.8
"SWCCZFR3","SWCCZFR3",16.84966,-88.06495,1495,1294,35,49,142,376,0,0,260,288,"2018",1932,NA,15.5
"SWCCZFR3","SWCCZFR3",16.8499,-88.0709,185.58437206319,169.8205305932,186.50053201154,228.29652931827,284.4762826816,201.155108570901,451.95861982628,1355.8758594788,401.90192498685,521.90554832395,"2023",1510.42173156946,"Barrier",NA
"SWCCZFR3","SWCCZFR3",16.84992,-88.07088,1354,3145,203,328,29,51,0,0,372,504,"2021",1958,NA,11.5
"SWCCZFR4","SWCCZFR4",16.83376,-88.06993,240,322,296,323,0,0,0,0,141,176,"2018",677,NA,15.5
"SWCCZFR4","SWCCZFR4",16.83489,-88.07456,65,130,146,367,1,3,0,0,64,46,"2021",276,NA,11.4
"SWCCZFR4","SWCCZFR4",16.8349,-88.0746,532.04625442344,554.02643126793,38.530398827206,115.59119648162,48.269250170611,34.131514118429,523.46759071072,1570.4027721322,159.65730640509,139.87716201658,"2023",1301.97080053707,"Barrier",NA
"SWCCZFR5","SWCCZFR5",16.81828,-88.07736,13,29,17,47,284,845,0,0,20,25,"2021",334,NA,12.3
"SWCCZFR5","SWCCZFR5",16.8183,-88.0774,54.163641252743,63.635516241725,0,0,0,0,132.6964894597,398.08946837911,315.98267754139,346.74205902204,"2023",502.842808253833,"Barrier",NA
"SWCCZFR6","SWCCZFR6",16.8059,-88.07394,250,437,199,360,0,0,0,0,278,342,"2018",727,NA,15.2
"SWCCZFR6","SWCCZFR6",16.8131,-88.07774,206,160,12,35,115,280,0,0,337,362,"2021",670,NA,12.1
"SWCCZFR6","SWCCZFR6",16.8131,-88.0777,9.4442680190033,28.33280405701,9.2272060890859,27.681618267258,17.154836391833,12.1303011428109,0,0,89.038351539978,99.853685068203,"2023",124.8646620399,"Barrier",NA
"SWCGUZFR1","SWCGUZFR1",16.91365,-88.04752,689,528,24,44,0,0,0,0,306,209,"2018",1019,NA,15.5
"SWCGUZFR1","SWCGUZFR1",16.9142,-88.0499,684.49814909674,1101.408253789,200.13802347074,181.45670067131,0,0,0,0,600.79881751327,1176.6857577944,"2023",1485.43499008075,"Barrier",NA
"SWCGUZFR1","SWCGUZFR1",16.91421,-88.04989,700,937,46,136,0,0,0,0,384,588,"2021",1130,NA,12.8
"SWCGUZFR2","SWCGUZFR2",16.9036,-88.0542,58.773822433853,102.72168152912,45.36170045062,136.08510135186,206.31159015186,145.88432443376,354.44863557565,1063.345906727,69.130129123359,60.282227613162,"2023",734.025877735342,"Barrier",NA
"SWCGUZFR2","SWCGUZFR2",16.90361,-88.05419,440,632,82,130,13,40,0,0,120,93,"2021",655,NA,14.4
"SWCGUZFR2","SWCGUZFR2",16.90474,-88.05085,492,437,262,540,118,223,51,144,284,652,"2018",1207,NA,13.7
"SWCGUZFR3","SWCGUZFR3",16.78895,-88.07572,101,319,32,90,41,108,0,0,173,268,"2021",347,NA,13
"SWCGUZFR3","SWCGUZFR3",16.789,-88.0757,204.04820920208,249.25103415728,3.3294093589786,7.1062072542705,0,0,48.812809004687,146.43842701406,170.47907941657,174.89303088601,"2023",426.669506982316,"Barrier",NA
"SWCGUZFR3","SWCGUZFR3",16.78907,-88.07335,95,177,24,44,35,99,0,0,175,192,"2018",329,NA,14
"SWCGUZFR4","SWCGUZFR4",16.77758,-88.07501,182,232,18,37,48,134,0,0,31,39,"2021",279,NA,14.4
"SWCGUZFR4","SWCGUZFR4",16.7776,-88.075,515.54402168143,777.85413144504,36.963126297697,110.88937889309,17.154836391833,12.1303011428109,0,0,400.70655549765,463.6489333435,"2023",970.36853986861,"Barrier",NA
"SWCGUZFR4","SWCGUZFR4",16.77826,-88.07259,568,606,35,49,0,0,0,0,502,456,"2018",1105,NA,14.9
"SWCGUZFR5","SWCGUZFR5",16.76353,-88.07192,876,857,90,183,16,45,0,0,340,349,"2018",1322,NA,13.7
"SWCGUZFR5","SWCGUZFR5",16.76858,-88.07501,809,2428,44,66,1,3,0,0,33,56,"2021",887,NA,10.3
"SWCGUZFR5","SWCGUZFR5",16.7686,-88.075,252.33181372887,411.03968209098,0,0,47.050278750962,33.2695711615226,0,0,178.6161226314,133.79421642265,"2023",477.998215111232,"Barrier",NA
"SWCGUZFR6","SWCGUZFR6",16.75225,-88.07146,476,594,12,33,0,0,51,144,202,152,"2018",741,NA,11.9
"SWCGUZFR6","SWCGUZFR6",16.76079,-88.07356,1025,2426,9,8,83,257,0,0,65,62,"2021",1182,NA,11.4
"SWCGUZFR6","SWCGUZFR6",16.7608,-88.0736,40.018933069118,73.791266512832,9.2473765103305,24.269397689391,9.7963896155649,6.92709352831142,225.97930991314,677.93792973942,185.72465208746,179.92177183686,"2023",470.766661195613,"Barrier",NA
"Tarpon","Tarpon Patch",18.17413,-87.83186,141,228,0,0,20,42,0,0,242,240,"2018",403,NA,1
"The Anchor","The Anchor",18.0974,-87.85613,214,280,9,30,13,27,0,0,288,473,"2018",524,NA,12.9
"WFR4",NA,16.81538,-87.85217,1099,900,410,682,276,711,0,0,502,558,"2018",2287,NA,8.9
"WFR6",NA,16.83796,-87.84392,1354,1394,90,147,60,116,102,188,367,741,"2018",1973,NA,8.1
"WP3","Way Point 3",17.4481,-88.0584,33.473632943671,41.018274049933,25.19572245877,38.487101785471,428.87090979582,303.257528570268,0,0,89.530660678345,89.680765960575,"2023",577.070925876606,"Barrier",NA
"WP4_BR","West Point 4",17.3866,-87.9358,84.559648083831,137.1525476377,82.432159406618,122.20907351108,0,0,0,0,187.50660975944,241.4851340614,"2023",354.498417249889,"Atoll",NA
"WP4_BR","WP4_BR",17.38659,-87.93578,245,324,78,159,17,31,0,0,486,534,"2018",826,NA,7.6
"WP4_DFR","West Point 4",17.3835,-87.9397,797.9524544711,666.43515021936,62.496726971069,124.72483607558,1.5237142745607,1.07742869613261,0,0,702.52629375687,1668.6843244135,"2023",1564.4991894736,"Atoll",NA
"WP4_DFR","WP4_DFR",17.38347,-87.93974,720,926,121,197,78,146,0,0,420,431,"2018",1339,NA,10.7
"WP4_SFR","West Point 4",17.3836,-87.9382,250.75901218608,274.70540399584,176.61906226342,308.55155523646,12.245487019456,8.65886691038918,0,0,300.30378941736,240.13027500408,"2023",739.927350886316,"Atoll",NA
"WP4_SFR","WP4_SFR",17.38359,-87.93821,24,45,121,225,0,0,0,0,200,159,"2018",345,NA,7.6
"WP5_DFR","West Point 5",17.5465,-87.8228,2676.5096010772,5004.8385096543,148.7836903547,267.58729916453,93.134722838494,65.8561940830287,0,0,74.802480779399,154.78753026788,"2023",2993.23049504979,"Atoll",NA
"WP5_DFR","WP5_DFR",17.54603,-87.82514,201,334,0,0,24,67,0,0,139,200,"2018",364,NA,10.7
"WP5_SFR","West Point 5",17.5467,-87.8219,10.61243597077,28.077866383253,46.203907872122,122.24404982897,53.608863724477,37.9071910712832,0,0,0,0,"2023",110.425207567369,"Atoll",NA
"WP5_SFR","WP5_SFR",17.54716,-87.82292,11,31,14,40,162,457,0,0,477,342,"2018",664,NA,7.6
"WQ4","WQ4",17.43809,-87.534,220,175,0,0,13,40,0,0,286,535,"2021",519,NA,2
NA,"BZ1081",18.1755,-87.828,240.57361045582,373.20765779558,0,0,37.253889135398,26.3424776332118,0,0,36.715048969017,86.032905248917,"2023",314.542548560235,"Barrier",NA
NA,"BZ1234",18.1807,-87.8284,25.469846329847,76.409538989542,0,0,38.472860555046,27.2044205901175,523.46759071072,1570.4027721322,28.58095622452,81.970475589416,"2023",615.991253820133,"Barrier",NA
NA,"CBSFR",17.157,-87.9092,1504.6523993103,2110.8280170198,0,0,139.0692423672,98.3368043323226,0,0,493.26672894694,569.99163266434,"2023",2136.98837062444,"Atoll",NA
NA,"CZ2_SFR",17.5101,-87.7499,845.52861992351,1085.7679403606,123.21042099232,348.49169678609,0,0,0,0,165.21128595871,298.27153108915,"2023",1133.95032687454,"Atoll",NA
NA,"Pompion",16.3731,-88.0892,0,0,18.976413702676,33.137722548873,3053.3533350495,2159.04684857206,0,0,530.83256321031,957.18272495108,"2023",3603.16231196249,"Barrier",NA
NA,"Ranguana",16.331,-88.1497,604.59697049166,1419.4469348842,0,0,47.177584818233,33.3595901449761,0,0,435.12292239572,844.68634730026,"2023",1086.89747770561,"Bank",NA
NA,"SP_SFR",17.3344,-87.7877,460.07841920975,790.14252490682,270.05710670035,759.92097808453,13.593702727624,9.612199380137,0,0,118.81555245856,295.78221265445,"2023",862.544781096284,"Atoll",NA
