"Code","Name","Latitude","Longitude","YEAR","Depth","Reef.Type","tCORALavg","tCORALstd","tFMAavg","tFMAstd","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tHAEMavg","tHAEMstd","tCommBiomass","tACANavg","tACANstd","tSCARavg","tSCARstd","tHerbiBiomass"
"1032","Round Caye",16.4185,-88.0413,"2018",6,NA,10.33,7.89,37.25,10.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","Round Caye",16.4185,-88.0413,"2018",6.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,196,258,1874,1567,2070
"1037","Carrie Caye",16.51746,-88.19352,"2018",6.2,NA,NA,NA,NA,NA,387,452,11,36,92,151,0,0,551,708,1041,175,433,1215,1640,1390
"1037","Carrie Caye",16.51746,-88.19352,"2018",8.8,NA,3.83,4.83,23.17,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","Big White-Gladden Channel",16.5079,-87.9707,"2018",7.1,NA,NA,NA,NA,NA,646,1633,1,4,380,1138,0,0,94,188,1121,85,130,499,777,584
"1038","Big White-Gladden Channel",16.5079,-87.9707,"2018",7.4,NA,19.33,19.87,40.83,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","South of Carrie Bow Caye",16.64572,-88.0662,"2018",4.6,NA,NA,NA,NA,NA,2646,2518,0,0,43,99,649,1751,1718,1680,5056,1004,1155,1584,1214,2588
"1044","South of Carrie Bow Caye",16.64572,-88.0662,"2018",5.9,NA,8.5,5.32,15.33,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","Glover's Southwest",16.72,-87.8387,"2018",8.8,NA,28.5,10.33,23.5,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","Glover's Southwest",16.72,-87.8387,"2018",10.3,NA,NA,NA,NA,NA,317,648,0,0,634,2005,0,0,65,96,1016,120,121,849,1134,969
"1052","Glover's NW",16.8856,-87.8102,"2018",4.9,NA,25.17,7.28,16.17,14.36,187,375,197,355,0,0,410,1297,31,52,825,70,93,1100,699,1170
"1057","West of Hat Caye",17.1692,-87.6317,"2018",7.2,NA,NA,NA,NA,NA,998,1263,62,167,681,1673,371,1172,378,347,2490,367,470,1216,1384,1583
"1057","West of Hat Caye",17.1692,-87.6317,"2018",7.6,NA,13.17,5.49,7.33,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062_BR","1062_BR",17.25613,-87.95623,"2018",7.6,NA,NA,NA,NA,NA,364,397,127,185,17,45,0,0,589,1007,1097,514,361,1788,914,2302
"1062_DFR","1062_DFR",17.25871,-87.95925,"2018",10.7,NA,NA,NA,NA,NA,78,162,232,453,0,0,0,0,263,315,573,500,462,1187,975,1687
"1062_SFR","1062_SFR",17.2603,-87.96102,"2018",7.6,NA,NA,NA,NA,NA,0,0,23,42,16,45,0,0,394,423,433,710,374,1695,1882,2405
"1062SFR","1062SFR",17.2587,-87.9593,"2023",NA,"Atoll",6.833333,4.597705,0,0,0,0,10.498217691154,27.775673220212,60.948570982427,43.0971478453038,0,0,25.512934094319,40.70292104156,96.9597227679,110.09669131869,80.306859304412,460.45197971602,506.71063145405,570.54867103471
"1064","Paranga Grounding Site",17.31848,-88.0425,"2018",4.2,NA,NA,NA,NA,NA,26,59,0,0,110,243,0,0,220,234,356,471,341,4571,4022,5042
"1064","Paranga Grounding Site",17.31848,-88.0425,"2018",4.6,NA,6.17,4.07,16.25,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","Sandbore SPAG site",17.4303,-87.45177,"2018",6.1,NA,NA,NA,NA,NA,366,702,51,122,67,115,0,0,130,210,614,478,317,1667,1692,2145
"1068","Sandbore SPAG site",17.4303,-87.45177,"2018",6.7,NA,23,15.5,16.08,13.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071_DFR","1071_DFR",17.47784,-87.78187,"2018",10.7,NA,NA,NA,NA,NA,398,578,24,44,0,0,0,0,163,147,585,800,1042,2284,2194,3084
"1071_SFR","1071_SFR",17.47736,-87.78485,"2018",7.6,NA,NA,NA,NA,NA,394,649,122,305,114,320,0,0,264,278,894,658,667,837,833,1495
"1076B","Mackerel Hole",17.7704,-87.9914,"2023",NA,"Barrier",4.083333,1.592081,18.5,6.745369,418.67699414603,716.78620928144,88.464374334896,154.62691961541,384.00361763293,271.531562028411,0,0,908.56512717459,896.95718698164,1799.71011328845,623.7736259496,459.95369419789,3501.1493016989,4300.5513755193,4124.9229276485
"1076B","Mackerel Hole",17.77042,-87.99141,"2018",7,NA,NA,NA,NA,NA,563,421,124,329,25,54,41,129,28,33,781,865,535,1789,791,2654
"1076B","Mackerel Hole",17.77042,-87.99141,"2018",7.5,NA,11.17,12.25,26.83,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","Coral Gardens",17.81931,-87.98686,"2018",9.5,NA,7,6.69,23.83,8.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","Coral Gardens",17.81931,-87.98686,"2018",9.7,NA,NA,NA,NA,NA,508,284,271,477,54,96,41,129,214,235,1088,487,390,617,545,1104
"1079","Tres Cocos",17.93406,-87.93876,"2018",5.3,NA,NA,NA,NA,NA,325,292,0,0,133,208,90,179,34,65,582,270,131,96,289,366
"1079","Tres Cocos",17.93406,-87.93876,"2018",8.3,NA,16,13.78,26.17,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","Basil Jones",18.1125,-87.84692,"2018",8.9,NA,20.67,13.47,27.58,17.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","Basil Jones",18.1125,-87.84692,"2018",9.6,NA,NA,NA,NA,NA,443,394,163,323,111,185,117,370,172,141,1006,447,542,376,326,823
"1081","North of Alleys",18.17546,-87.828,"2018",5.8,NA,NA,NA,NA,NA,399,701,20,35,55,99,41,129,12,21,527,248,160,185,202,433
"1081","North of Alleys",18.17546,-87.828,"2018",6,NA,8.83,7.73,39.58,6.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","Southwest Glovers patch",16.74339,-87.85077,"2018",1,NA,27.83,12.35,13.83,13.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","Southwest Glovers patch",16.74339,-87.85077,"2018",1.2,NA,NA,NA,NA,NA,58,152,0,0,0,0,117,370,94,187,269,115,130,403,746,518
"1114","WEst HalfmoonCaye park edge",17.2591,-87.5558,"2018",1.1,NA,23.67,19.27,22.67,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","WEst HalfmoonCaye park edge",17.2591,-87.5558,"2018",1.9,NA,NA,NA,NA,NA,333,483,23,72,0,0,0,0,505,773,861,910,814,2357,2257,3267
"1128","East of Water Caye",17.38828,-88.0456,"2018",2.1,NA,NA,NA,NA,NA,727,761,0,0,56,177,15,46,495,434,1293,165,223,1639,2768,1804
"1128","East of Water Caye",17.38828,-88.0456,"2018",2.6,NA,9.5,9.48,14,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Bugle's Caye",16.4903,-88.3236,"2018",1.6,NA,18.67,15.77,19.5,13.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Bugle's Caye",16.4903,-88.3236,"2018",2.5,NA,NA,NA,NA,NA,1363,2145,0,0,245,462,0,0,1172,1274,2780,40,79,1969,1287,2009
"1178","West of Laughing Bird Caye",16.45676,-88.2093,"2018",7.2,NA,5.5,4.37,29.67,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","West of Laughing Bird Caye",16.45676,-88.2093,"2018",7.3,NA,NA,NA,NA,NA,516,605,9,28,62,177,1752,5489,410,898,2749,237,433,1689,1965,1926
"1192","Near Wee Wee Caye",16.75744,-88.14417,"2018",1.4,NA,NA,NA,NA,NA,613,647,0,0,108,136,0,0,562,482,1283,285,433,2963,1866,3248
"1192","Near Wee Wee Caye",16.75744,-88.14417,"2018",1.7,NA,11.33,9.14,0.5,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","South of Curlew (sunken caye)",16.76494,-88.0761,"2018",6.1,NA,18.67,9.03,4.5,1.79,95,156,30,52,24,33,0,0,250,239,399,192,248,947,1046,1139
"1206","1206DFR",17.248,-87.8334,"2023",NA,"Atoll",13.833333,5.241395,16.916667,6.698362,314.18758157174,692.18822982386,10.498217691154,27.775673220212,24.490974038912,17.3177338207784,0,0,336.9940782618,595.31319761963,686.170851563606,364.24683156814,640.25001664591,770.33440709208,732.42506617931,1134.58123866022
"1206","1206SFR",17.2486,-87.8337,"2023",NA,"Atoll",19.166667,7.470312,13.166667,4.258977,50.352973400407,117.14016964932,11.775566634442,25.921945426696,53.6709623596082,37.8891468381375,0,0,95.179877804539,124.60039560926,210.979380198996,272.60781964782,289.22371552474,923.12247740644,959.69228015776,1195.73029705426
"1206","Bully Bay",17.25097,-87.8386,"2018",1,NA,NA,NA,NA,NA,195,224,0,0,56,178,0,0,155,175,406,198,244,1631,895,1829
"1206","Bully Bay",17.25097,-87.8386,"2018",1.2,NA,15.5,6.47,13.83,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206_DFR","1206_DFR",17.24799,-87.83337,"2018",10.7,NA,NA,NA,NA,NA,633,649,54,154,0,0,0,0,406,339,1093,549,680,3512,1877,4061
"1206_SFR","1206_SFR",17.2486,-87.83705,"2018",7.6,NA,NA,NA,NA,NA,534,688,0,0,102,290,0,0,108,148,744,82,121,520,551,602
"1208","South Point Wreck Site",17.15318,-87.59994,"2018",1.4,NA,19.83,13.24,3.17,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","South Point Wreck Site",17.15318,-87.59994,"2018",1.5,NA,NA,NA,NA,NA,798,428,28,26,34,89,205,649,523,269,1588,246,337,901,1144,1147
"1217","Transfer Wrecksite",17.3956,-87.46557,"2018",1.4,NA,30.5,20.28,6.08,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","Transfer Wrecksite",17.3956,-87.46557,"2018",1.5,NA,NA,NA,NA,NA,57,148,0,0,54,133,0,0,470,447,581,2582,6556,334,520,2916
"1221","West of SAndbore Caye",17.46172,-87.49525,"2018",1.3,NA,21.67,19.43,22.25,10.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","West of SAndbore Caye",17.46172,-87.49525,"2018",1.5,NA,NA,NA,NA,NA,402,430,12,23,130,270,0,0,494,454,1038,261,230,2196,2113,2457
"1223","Southwest of Maugre Caye",17.56664,-87.7489,"2018",1,NA,NA,NA,NA,NA,2393,3633,0,0,249,326,498,1574,2443,1735,5583,2201,3358,2273,2344,4474
"1223","Southwest of Maugre Caye",17.56664,-87.7489,"2018",3.1,NA,14.5,9.77,9.5,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","North of Caye Caulker Marine Reserve",17.79961,-87.99541,"2018",1.4,NA,NA,NA,NA,NA,1166,613,63,72,97,188,615,1946,993,287,2934,1002,894,1163,1109,2165
"1230","North of Caye Caulker Marine Reserve",17.79961,-87.99541,"2018",1.8,NA,24.33,18.18,13.67,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","North of Hol Chan MR",17.8817,-87.96947,"2018",1.5,NA,10.83,12.19,22.5,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","North of Hol Chan MR",17.8817,-87.96947,"2018",5.8,NA,NA,NA,NA,NA,689,464,129,337,162,257,178,406,180,199,1338,422,327,879,972,1301
"1234","North of Mexico Rocks",18.186,-87.83305,"2018",1.5,NA,14,15.45,13.5,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","North of Mexico Rocks",18.186,-87.83305,"2018",5.9,NA,NA,NA,NA,NA,1972,1254,159,371,58,69,55,132,80,51,2324,180,129,92,233,272
"2056","Sianora Dive Site",17.19558,-87.9318,"2018",11.3,NA,NA,NA,NA,NA,450,647,23,73,373,597,0,0,406,533,1252,794,765,1321,1816,2115
"2056","Sianora Dive Site",17.19558,-87.9318,"2018",12.7,NA,9.83,6.43,6,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065","East of Turneffe Flats",17.41428,-87.8094,"2018",3.9,NA,14,6.63,18.17,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065","East of Turneffe Flats",17.41428,-87.8094,"2018",4.7,NA,NA,NA,NA,NA,1001,1063,0,0,13,27,0,0,1025,1160,2039,2888,3532,2098,2163,4986
"2220","West of Jack Barrow Camp",17.54819,-87.821,"2018",1,NA,NA,NA,NA,NA,472,700,9,30,120,236,2453,5705,956,910,4010,269,537,3746,3515,4015
"2220","West of Jack Barrow Camp",17.54819,-87.821,"2018",2.9,NA,32.17,11.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCMR31","BCMR31",18.11352,-87.83405,"2018",14.2,NA,NA,NA,NA,NA,0,0,9,30,0,0,0,0,216,241,225,365,369,607,634,972
"BCMR39","BCMR39",18.09995,-87.85304,"2018",14.5,NA,NA,NA,NA,NA,402,912,35,74,25,61,0,0,145,215,607,445,373,878,1016,1323
"BZ-TAMR-01","WP4-DFR",17.38347,-87.93974,"2021",12.4,NA,NA,NA,NA,NA,112,165,28,56,0,0,0,0,37,58,177,62,80,1193,865,1255
"BZ-TAMR-01","WP4-DFR",17.38347,-87.93974,"2021",12.7,NA,10.17,6.88,11.5,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-02","WP4-BR",17.38659,-87.93578,"2021",0.7,NA,15.33,9.71,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-02","WP4-BR",17.38659,-87.93578,"2021",1.9,NA,NA,NA,NA,NA,33,42,9,27,0,0,0,0,90,111,132,60,92,342,867,402
"BZ-TAMR-03","WP4-SFR",17.38359,-87.93821,"2021",1.9,NA,NA,NA,NA,NA,14,24,30,63,0,0,205,649,78,120,327,244,513,216,448,460
"BZ-TAMR-03","WP4-SFR",17.38359,-87.93821,"2021",2.6,NA,17.67,4.63,2.17,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-04","1206-DFR",17.24799,-87.83336,"2021",12.3,NA,NA,NA,NA,NA,348,495,4,8,0,0,0,0,11,28,363,45,99,569,742,614
"BZ-TAMR-04","1206-DFR",17.24799,-87.83336,"2021",13.1,NA,13.5,8.36,27.58,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-05","1206-BR",17.24913,-87.83865,"2021",0.9,NA,11.5,8.55,9.5,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-05","1206-BR",17.24913,-87.83865,"2021",1.2,NA,NA,NA,NA,NA,3,6,0,0,151,478,0,0,576,1176,730,96,108,590,922,686
"BZ-TAMR-06","1206-SFR",17.2486,-87.83705,"2021",8.6,NA,16.83,10.46,11.58,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-06","1206-SFR",17.2486,-87.83705,"2021",9.5,NA,NA,NA,NA,NA,101,205,2941,9207,3,6,0,0,274,354,3319,204,191,1169,1383,1373
"BZ-TAMR-07","WP5-DFR",17.54654,-87.82282,"2021",10.1,NA,NA,NA,NA,NA,200,296,98,163,2,6,330,1043,52,63,682,68,62,405,485,473
"BZ-TAMR-07","WP5-DFR",17.54654,-87.82282,"2021",10.9,NA,17.17,3.87,19.83,9.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-08","WP5-BR",17.54707,-87.82041,"2021",1.9,NA,19.83,10.46,0.33,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-08","WP5-BR",17.54707,-87.82041,"2021",2,NA,NA,NA,NA,NA,25,50,4,11,19,43,0,0,59,126,107,98,170,257,347,355
"BZ-TAMR-09","WP5-SFR",17.54674,-87.82186,"2021",6.7,NA,NA,NA,NA,NA,93,156,0,0,6,20,117,370,28,55,244,170,252,919,524,1089
"BZ-TAMR-09","WP5-SFR",17.54674,-87.82186,"2021",7.4,NA,8.83,4.96,4.17,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-10","MP-DFR",17.62112,-87.78891,"2021",11.5,NA,NA,NA,NA,NA,60,105,38,66,0,0,0,0,191,245,289,464,686,1458,1224,1922
"BZ-TAMR-10","MP-DFR",17.62112,-87.78891,"2021",12.6,NA,12.17,3.06,25.5,5.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-11","MP-SFR",17.62051,-87.78842,"2021",7,NA,NA,NA,NA,NA,212,450,102,224,6,20,0,0,235,247,555,292,222,2377,1455,2669
"BZ-TAMR-11","MP-SFR",17.62051,-87.78842,"2021",7.1,NA,21.33,6.74,21,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-12","CZ2-DFR",17.51001,-87.74921,"2021",15,NA,NA,NA,NA,NA,217,687,528,1035,26,47,0,0,30,40,801,266,266,1132,1293,1398
"BZ-TAMR-12","CZ2-DFR",17.51001,-87.74921,"2021",16.2,NA,8.83,2.64,23.58,8.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-13","1062-DFR",17.2603,-87.96102,"2021",12.2,NA,NA,NA,NA,NA,424,814,318,503,109,221,0,0,140,144,991,678,768,437,367,1115
"BZ-TAMR-13","1062-DFR",17.2603,-87.96102,"2021",13.5,NA,10.83,2.48,3.5,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-14","1062-SFR",17.25871,-87.95925,"2021",5,NA,NA,NA,NA,NA,179,409,36,68,51,169,0,0,154,343,420,757,1138,649,759,1406
"BZ-TAMR-14","1062-SFR",17.25871,-87.95925,"2021",6,NA,9.33,2.5,0.5,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-15","1062-BR",17.25613,-87.95623,"2021",2.6,NA,NA,NA,NA,NA,606,1049,19,40,726,2294,0,0,436,796,1787,161,115,961,1434,1122
"BZ-TAMR-15","1062-BR",17.25613,-87.95623,"2021",4,NA,10.83,3.49,0.33,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-16","CB-SFR",17.15698,-87.90921,"2021",5.9,NA,NA,NA,NA,NA,9,28,675,1965,140,357,0,0,167,378,991,768,501,1177,1785,1945
"BZ-TAMR-16","CB-SFR",17.15698,-87.90921,"2021",6.5,NA,18.67,6.89,5.92,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-17","CB-BR",17.15853,-87.91022,"2021",3,NA,NA,NA,NA,NA,795,1897,216,332,151,412,703,2223,9691,24321,11556,804,1608,1574,2215,2378
"BZ-TAMR-17","CB-BR",17.15853,-87.91022,"2021",3.8,NA,27,9.21,8.17,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ-TAMR-18","SP-DFR",17.33406,-87.78709,"2021",9.2,NA,NA,NA,NA,NA,221,506,0,0,2,6,0,0,122,218,345,706,1710,736,1011,1442
"BZ-TAMR-18","SP-DFR",17.33406,-87.78709,"2021",10.2,NA,20.33,5.39,33.33,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1019","South Tip of Sapodillas",16.10412,-88.32987,"2018",3,NA,NA,NA,NA,NA,997,1097,74,139,19,43,0,0,609,1065,1699,110,156,2646,2485,2756
"BZ1019","South Tip of Sapodillas",16.10412,-88.32987,"2018",3.6,NA,27,16.44,16.42,12.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1019","South Tip of Sapodillas",16.10412,-88.32987,"2021",2.3,NA,NA,NA,NA,NA,242,313,7,11,0,0,0,0,204,181,453,12,10,1215,792,1227
"BZ1019","South Tip of Sapodillas",16.10412,-88.32987,"2021",2.4,NA,28.83,3.71,19,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1019","White Reef",16.1041,-88.3299,"2023",NA,"Barrier",43.833333,11.156712,5.166667,4.561311,396.80979312307,469.99270620023,272.81143656941,199.60051587215,552.55504513696,390.715419395183,0,0,315.28818592714,343.24668208124,1537.46446075658,4150.5065747944,11794.783898661,5758.8515438715,5708.7195620054,9909.3581186659
"BZ1026","Coral Forest",16.1791,-88.34,"2023",NA,"Barrier",38,9.780934,0.666667,0.745356,339.62634910289,477.11488533828,133.49814790712,174.37022451384,564.32772233776,399.039959276589,0,0,284.68203850149,468.16707060272,1322.13425784926,1756.2702142186,4057.8186830095,5630.5469927845,4106.7237251193,7386.8172070031
"BZ1032","Round Caye",16.4185,-88.0413,"2021",6.4,NA,NA,NA,NA,NA,0,0,9,30,0,0,0,0,0,0,9,246,150,319,372,565
"BZ1032","Round Caye",16.4185,-88.0413,"2021",6.6,NA,11.17,0.75,36.33,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1037","Carrie Caye",16.5175,-88.1935,"2023",NA,"Lagoonal",12.833333,9.736814,6.5,3.354102,191.67893607934,229.2726468788,38.530398827206,115.59119648162,248.74512768157,175.889366570752,0,0,1013.6863472596,1596.0985856488,1492.64080984772,129.70386058847,229.46979718903,3001.6704780822,2573.5126837986,3131.37433867067
"BZ1037B","Carrie Caye",16.51861,-88.19308,"2021",5.8,NA,NA,NA,NA,NA,17,37,0,0,21,45,0,0,114,260,152,1,3,1051,1046,1052
"BZ1037B","Carrie Caye",16.51861,-88.19308,"2021",6.5,NA,2.17,3.25,7.92,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1041","Gladden Caye",16.558,-88.0507,"2018",2.5,NA,NA,NA,NA,NA,60,174,0,0,91,265,0,0,37,68,188,20,27,669,1037,689
"BZ1041","Gladden Caye",16.558,-88.0507,"2018",5.4,NA,13.17,8.61,8.5,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1041","Gladden Caye",16.558,-88.0507,"2023",NA,"Barrier",14.833333,11.653564,3.833333,3.804237,1083.9684686449,1042.9418977882,0,0,352.43983861041,249.212599841713,0,0,686.07330982929,928.05582558124,2122.4816170846,1983.7944868206,3831.6805470785,1869.9484023178,3167.9317269766,3853.7428891384
"BZ1041.","Gladden Caye",16.558,-88.0507,"2021",3.4,NA,15.17,5.6,13.25,13.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1041.","Gladden Caye",16.558,-88.0507,"2021",3.7,NA,NA,NA,NA,NA,44,108,9,30,0,0,0,0,23,50,76,392,1055,1981,3174,2373
"BZ1043","South Water Caye",16.6302,-88.2061,"2023",NA,"Lagoonal",17,13.928388,7.333333,9.994443,1294.1353877424,865.97178634972,63.726121285975,144.16555908964,60.948570982427,43.0971478453038,0,0,1468.9026492981,1223.6706780497,2887.7127293089,0,0,1756.522205176,3786.8641422991,1756.522205176
"BZ1045","Glover’s Reef Southwest",16.72,-87.8387,"2023",NA,"Atoll",27.333333,9.893881,9.75,7.163274,220.06004083335,172.43186705268,183.38516220863,320.53293442317,173.37486424877,122.594542197602,0,0,1211.7247963595,1366.6627701004,1788.54486365025,767.23890145349,536.46427691823,2788.1209623471,2119.9539559111,3555.35986380059
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2021",6.2,NA,NA,NA,NA,NA,203,310,114,357,1,3,0,0,28,51,346,121,161,319,471,440
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2021",7.5,NA,28.17,13.23,17.17,11.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
