"Code","Name","Latitude","Longitude","YEAR","Depth","Reef.Type","tCORALavg","tCORALstd","tFMAavg","tFMAstd","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tHAEMavg","tHAEMstd","tCommBiomass","tACANavg","tACANstd","tSCARavg","tSCARstd","tHerbiBiomass"
"R16 DFR","R16 DFR",17.20319,-87.52493,"2021",10.7,NA,2.67,1.86,23.17,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R16 DFR","R16 DFR",17.20319,-87.52493,"2021",13.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,410,865,39,61,449,328,345,1314,1225,1642
"R17 SFR","LHRA",17.2034,-87.5281,"2023",NA,"Atoll",5.375,4.662014,0.75,1.089725,92.449822980686,277.34946894206,0,0,0,0,48.812809004687,146.43842701406,28.460145902858,36.239057457411,169.722777888231,326.56015000629,355.15254063471,580.45623368545,839.80485368356,907.01638369174
"R17 SFR","R17 SFR",17.20341,-87.52811,"2021",4.8,NA,5.83,4.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R17 SFR","R17 SFR",17.20341,-87.52811,"2021",5.3,NA,NA,NA,NA,NA,193,611,118,374,6,20,0,0,2,4,319,100,100,814,727,914
"R18 BR","LHRA",17.1862,-87.6121,"2023",NA,"Atoll",23.25,8.332917,7.375,6.32332,62.749633938263,109.0155071978,16.797148305847,33.594296611693,74.507778270795,52.6849552664228,53.154266373168,145.56788696836,497.46398938006,499.10130888714,704.672816268133,599.23962330877,972.80562137871,590.50964557884,447.50644695989,1189.74926888761
"R18 BR","R18 BR",17.18617,-87.61214,"2021",1.8,NA,17.33,4.41,13.5,3.82,112,121,11,34,0,0,0,0,60,88,183,153,133,662,723,815
"R19","LHRA",17.1242,-87.6208,"2023",NA,"Atoll",5.285714,4.164966,48.928571,7.408627,0,0,549.31281894117,1152.2897148184,0,0,0,0,90.631970246636,116.22584870071,639.944789187806,155.76491798687,240.9609832974,338.70695748201,482.03270041495,494.47187546888
"R2 SFR","R2 SFR",17.47189,-87.48732,"2021",4.3,NA,NA,NA,NA,NA,42,78,40,56,0,0,0,0,83,65,165,120,102,511,575,631
"R2 SFR","R2 SFR",17.47189,-87.48732,"2021",4.6,NA,4.67,3.56,22.83,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R20 SFR","LHRA",17.131,-87.6064,"2023",NA,"Atoll",11.5,9.041571,5.5,3.418699,42.128707721639,77.404025212916,0,0,0,0,0,0,790.73699177886,1799.6155584668,832.865699500499,222.85280432661,307.05156773077,728.11015197049,636.98055069733,950.9629562971
"R20 SFR","R20 SFR",17.13101,-87.60639,"2021",6.1,NA,NA,NA,NA,NA,250,397,1,4,4,8,0,0,120,184,375,306,320,429,428,735
"R20 SFR","R20 SFR",17.13101,-87.60639,"2021",6.2,NA,10.83,6.43,7.67,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21 BR","LHRA",17.1352,-87.6206,"2023",NA,"Atoll",6.25,4.575751,35.875,9.05107,1.1374503269365,3.4123509808096,0,0,42.887090979582,30.3257528570268,0,0,138.46347559431,269.66102794121,182.488016900829,814.59532436552,1993.6870644377,377.81028869218,247.15724156571,1192.4056130577
"R21 BR","R21 BR",17.13524,-87.62064,"2021",1.7,NA,6.5,2.51,34.25,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R21 BR","R21 BR",17.13524,-87.62064,"2021",2.4,NA,NA,NA,NA,NA,284,370,0,0,0,0,0,0,178,161,462,487,571,633,720,1120
"R22","LHRA",17.4381,-87.534,"2023",NA,"Atoll",3.875,2.315032,4.875,5.754075,0,0,8.3985741529233,25.19572245877,0,0,0,0,152.9392084753,169.99399120999,161.337782628223,302.47749693653,289.43313206437,650.76980517261,737.94509114416,953.24730210914
"R23","LHRA",17.2066,-87.5307,"2023",NA,"Atoll",9.125,6.173279,8.75,3.112475,1550.2481017054,2463.6832400667,0,0,80.140980114979,56.6682304902379,323.60492792251,970.81478376754,1775.7997284694,3258.5533434533,3729.79373821229,273.39336554968,426.67733977168,633.84629833714,932.25351010977,907.23966388682
"R24","LHRA",17.3147,-87.5345,"2023",NA,"Atoll",14,5.315073,32.75,7.416198,1352.8523972856,2326.7432177808,0,0,74.00150475836,52.3269658326449,0,0,1594.869289905,2997.6713452533,3021.72319194896,190.52284669962,330.74315212675,1782.0219797628,667.76740530037,1972.54482646242
"R4 DFR","R4 DFR",17.44595,-87.52826,"2021",9.8,NA,9.33,3.5,37.25,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R4 DFR","R4 DFR",17.44595,-87.52826,"2021",10.4,NA,NA,NA,NA,NA,729,1203,11,36,6,20,0,0,359,269,1105,295,238,760,722,1055
"R6 DFR","R6 DFR",17.39226,-87.46236,"2021",10.7,NA,14.33,4.03,11.33,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R6 DFR","R6 DFR",17.39226,-87.46236,"2021",11.2,NA,NA,NA,NA,NA,121,171,118,374,0,0,163,285,192,164,594,171,181,793,831,964
"R7 SFR","R7 SFR",17.39364,-87.46348,"2021",6.2,NA,17.67,9.18,12.67,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R7 SFR","R7 SFR",17.39364,-87.46348,"2021",6.3,NA,NA,NA,NA,NA,104,221,36,115,0,0,0,0,59,82,199,181,233,614,1457,795
"R9 BR","LHRA",17.3165,-87.5302,"2023",NA,"Atoll",10.375,3.603384,18.4375,9.298647,10.883817460111,29.058512916247,90.689826387153,146.46313598052,154.55952186902,109.290086010535,0,0,1502.4708659834,1245.696314511,1758.60403169968,351.03336780103,572.58205432358,3645.784141157,2236.2639165802,3996.81750895803
"R9 BR","R9 BR",17.31648,-87.53019,"2021",2.2,NA,6.5,2.81,17.67,6.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R9 BR","R9 BR",17.31648,-87.53019,"2021",4.2,NA,NA,NA,NA,NA,498,442,0,0,0,0,0,0,1535,2562,2033,704,1686,3728,3922,4432
"Rainbow","Rainbow Reef",18.08934,-87.86808,"2018",1,NA,NA,NA,NA,NA,56,59,19,40,13,27,0,0,71,83,159,322,219,576,377,898
"RPN","Rocky Point North",18.11949,-87.82177,"2018",12.7,NA,NA,NA,NA,NA,0,0,2,8,56,178,0,0,209,172,267,415,598,577,664,992
"SP_DFR","Soldier Point",17.3341,-87.7871,"2023",NA,"Atoll",13.416667,5.80529,23.75,5.505679,72.999567651075,119.98355566149,18.408592212505,34.36055265353,2.7088253769968,1.91542879312464,0,0,21.601108366564,33.387187003392,115.718093607141,234.64399422942,405.21057913456,713.51252802824,906.69468045601,948.15652225766
"SP_DFR","SP_DFR",17.33406,-87.78709,"2018",10.7,NA,NA,NA,NA,NA,281,343,12,33,0,0,0,0,258,406,551,157,214,1217,1153,1374
"SP_SFR","SP_SFR",17.33352,-87.78812,"2018",7.6,NA,NA,NA,NA,NA,322,511,66,187,27,38,0,0,204,266,619,841,561,1252,1455,2093
"SWCCZFR1","SWCCZFR1",16.88466,-88.06055,"2021",13.6,NA,NA,NA,NA,NA,205,291,22,44,127,379,0,0,85,80,439,720,1627,534,508,1254
"SWCCZFR1","SWCCZFR1",16.88466,-88.06055,"2021",15.4,NA,27.17,5.81,48,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR1","SWCCZFR1",16.8847,-88.0606,"2023",NA,"Barrier",22.666667,9.049248,21.5,5.619905,192.07490780851,419.6944106433,59.427797113118,108.33426086805,88.718398310896,62.7333810616437,0,0,303.12661599436,239.03258642782,643.347719226884,370.99744412052,439.66938530995,1231.4742211555,921.03762894923,1602.47166527602
"SWCCZFR1","SWCCZFR1",16.88471,-88.0567,"2018",15.5,NA,NA,NA,NA,NA,58,165,248,330,255,615,0,0,205,210,766,552,255,1998,1291,2550
"SWCCZFR2","SWCCZFR2",16.8679,-88.0649,"2023",NA,"Barrier",13.666667,8.013877,33.333333,7.272475,0,0,113.52703421523,162.97272407854,372.53889135398,263.424776332118,0,0,181.70795532281,162.76167790464,667.77388089202,305.92540493702,252.33072941019,761.85905065641,611.02576375184,1067.78445559343
"SWCCZFR2","SWCCZFR2",16.86792,-88.06493,"2021",15.1,NA,NA,NA,NA,NA,235,341,121,229,25,61,0,0,97,61,478,181,153,767,734,948
"SWCCZFR2","SWCCZFR2",16.86792,-88.06493,"2021",15.5,NA,24.33,9.95,41.5,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR2","SWCCZFR2",16.86805,-88.06128,"2018",15.8,NA,NA,NA,NA,NA,300,269,0,0,16,29,0,0,260,316,576,387,313,1811,1567,2198
"SWCCZFR3","SWCCZFR3",16.84966,-88.06495,"2018",15.5,NA,NA,NA,NA,NA,1495,1294,35,49,142,376,0,0,260,288,1932,257,156,3336,2147,3593
"SWCCZFR3","SWCCZFR3",16.8499,-88.0709,"2023",NA,"Barrier",22.333333,11.642833,28.333333,4.307616,185.58437206319,169.8205305932,186.50053201154,228.29652931827,284.4762826816,201.155108570901,451.95861982628,1355.8758594788,401.90192498685,521.90554832395,1510.42173156946,208.46396286539,162.90193306651,1241.2043630154,702.0634873837,1449.66832588079
"SWCCZFR3","SWCCZFR3",16.84992,-88.07088,"2021",11.5,NA,NA,NA,NA,NA,1354,3145,203,328,29,51,0,0,372,504,1958,215,285,1988,2075,2203
"SWCCZFR3","SWCCZFR3",16.84992,-88.07088,"2021",13.7,NA,45.83,10.98,31.17,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR4","SWCCZFR4",16.83376,-88.06993,"2018",15.5,NA,NA,NA,NA,NA,240,322,296,323,0,0,0,0,141,176,677,139,135,1135,851,1274
"SWCCZFR4","SWCCZFR4",16.83489,-88.07456,"2021",11.4,NA,NA,NA,NA,NA,65,130,146,367,1,3,0,0,64,46,276,45,54,618,861,663
"SWCCZFR4","SWCCZFR4",16.83489,-88.07456,"2021",13.1,NA,25.83,4.36,38.17,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR4","SWCCZFR4",16.8349,-88.0746,"2023",NA,"Barrier",17.666667,4.027682,28.5,9.429563,532.04625442344,554.02643126793,38.530398827206,115.59119648162,48.269250170611,34.131514118429,523.46759071072,1570.4027721322,159.65730640509,139.87716201658,1301.97080053707,140.56772608612,94.02481280108,1579.2210670249,1061.297438823,1719.78879311102
"SWCCZFR5","SWCCZFR5",16.81828,-88.07736,"2021",12.3,NA,NA,NA,NA,NA,13,29,17,47,284,845,0,0,20,25,334,37,55,423,333,460
"SWCCZFR5","SWCCZFR5",16.81828,-88.07736,"2021",13.4,NA,25.67,5.57,39.5,14.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR5","SWCCZFR5",16.8183,-88.0774,"2023",NA,"Barrier",15.5,7.719024,29.5,10.340052,54.163641252743,63.635516241725,0,0,0,0,132.6964894597,398.08946837911,315.98267754139,346.74205902204,502.842808253833,233.54497658566,418.96798950507,625.23786211213,350.04147008798,858.78283869779
"SWCCZFR6","SWCCZFR6",16.8059,-88.07394,"2018",15.2,NA,NA,NA,NA,NA,250,437,199,360,0,0,0,0,278,342,727,389,229,2133,1662,2522
"SWCCZFR6","SWCCZFR6",16.8131,-88.07774,"2021",12.1,NA,NA,NA,NA,NA,206,160,12,35,115,280,0,0,337,362,670,800,1933,653,483,1453
"SWCCZFR6","SWCCZFR6",16.8131,-88.07774,"2021",16,NA,29.5,6.5,23.5,10.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCCZFR6","SWCCZFR6",16.8131,-88.0777,"2023",NA,"Barrier",14,7.164728,30.333333,8.299933,9.4442680190033,28.33280405701,9.2272060890859,27.681618267258,17.154836391833,12.1303011428109,0,0,89.038351539978,99.853685068203,124.8646620399,81.469382539396,85.634779616882,968.67990482957,512.65209829145,1050.14928736897
"SWCGUZFR1","SWCGUZFR1",16.91365,-88.04752,"2018",15.5,NA,NA,NA,NA,NA,689,528,24,44,0,0,0,0,306,209,1019,406,180,2135,1589,2541
"SWCGUZFR1","SWCGUZFR1",16.9142,-88.0499,"2023",NA,"Barrier",17.166667,10.83846,29,8.062258,684.49814909674,1101.408253789,200.13802347074,181.45670067131,0,0,0,0,600.79881751327,1176.6857577944,1485.43499008075,280.67014150425,188.51506124448,786.84272863455,410.61366187325,1067.5128701388
"SWCGUZFR1","SWCGUZFR1",16.91421,-88.04989,"2021",12.6,NA,11.33,7.51,40.67,12.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCGUZFR1","SWCGUZFR1",16.91421,-88.04989,"2021",12.8,NA,NA,NA,NA,NA,700,937,46,136,0,0,0,0,384,588,1130,162,251,354,381,516
"SWCGUZFR2","SWCGUZFR2",16.9036,-88.0542,"2023",NA,"Barrier",14.166667,9.42367,24.166667,7.581044,58.773822433853,102.72168152912,45.36170045062,136.08510135186,206.31159015186,145.88432443376,354.44863557565,1063.345906727,69.130129123359,60.282227613162,734.025877735342,275.1566859902,142.6019884775,826.67212754813,566.83268512122,1101.82881353833
"SWCGUZFR2","SWCGUZFR2",16.90361,-88.05419,"2021",14,NA,20.83,8.3,35.5,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCGUZFR2","SWCGUZFR2",16.90361,-88.05419,"2021",14.4,NA,NA,NA,NA,NA,440,632,82,130,13,40,0,0,120,93,655,101,87,1271,1679,1372
"SWCGUZFR2","SWCGUZFR2",16.90474,-88.05085,"2018",13.7,NA,NA,NA,NA,NA,492,437,262,540,118,223,51,144,284,652,1207,359,344,1771,1196,2130
"SWCGUZFR3","SWCGUZFR3",16.78895,-88.07572,"2021",13,NA,NA,NA,NA,NA,101,319,32,90,41,108,0,0,173,268,347,144,202,1770,2095,1914
"SWCGUZFR3","SWCGUZFR3",16.78895,-88.07572,"2021",14,NA,22.67,2.94,32.67,10.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCGUZFR3","SWCGUZFR3",16.789,-88.0757,"2023",NA,"Barrier",12.666667,6.823163,21.5,12.645816,204.04820920208,249.25103415728,3.3294093589786,7.1062072542705,0,0,48.812809004687,146.43842701406,170.47907941657,174.89303088601,426.669506982316,494.78431340355,892.07663461217,1138.1648212076,744.55488983359,1632.94913461115
"SWCGUZFR3","SWCGUZFR3",16.78907,-88.07335,"2018",14,NA,NA,NA,NA,NA,95,177,24,44,35,99,0,0,175,192,329,258,194,2111,1013,2369
"SWCGUZFR4","SWCGUZFR4",16.77758,-88.07501,"2021",14.4,NA,NA,NA,NA,NA,182,232,18,37,48,134,0,0,31,39,279,61,83,383,315,444
"SWCGUZFR4","SWCGUZFR4",16.77758,-88.07501,"2021",15.2,NA,10,6.26,38,20.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCGUZFR4","SWCGUZFR4",16.7776,-88.075,"2023",NA,"Barrier",17.166667,4.879094,19.833333,6.618577,515.54402168143,777.85413144504,36.963126297697,110.88937889309,17.154836391833,12.1303011428109,0,0,400.70655549765,463.6489333435,970.36853986861,188.02548969338,188.95703700554,849.28041917434,627.21744064026,1037.30590886772
"SWCGUZFR4","SWCGUZFR4",16.77826,-88.07259,"2018",14.9,NA,NA,NA,NA,NA,568,606,35,49,0,0,0,0,502,456,1105,487,181,1344,1098,1831
"SWCGUZFR5","SWCGUZFR5",16.76353,-88.07192,"2018",13.7,NA,NA,NA,NA,NA,876,857,90,183,16,45,0,0,340,349,1322,187,169,3355,1992,3542
"SWCGUZFR5","SWCGUZFR5",16.76858,-88.07501,"2021",10.3,NA,NA,NA,NA,NA,809,2428,44,66,1,3,0,0,33,56,887,45,44,940,1124,985
"SWCGUZFR5","SWCGUZFR5",16.76858,-88.07501,"2021",11.8,NA,38,5.66,35.5,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCGUZFR5","SWCGUZFR5",16.7686,-88.075,"2023",NA,"Barrier",13.166667,6.865777,22.833333,3.715583,252.33181372887,411.03968209098,0,0,47.050278750962,33.2695711615226,0,0,178.6161226314,133.79421642265,477.998215111232,194.72369288179,151.41238055876,358.92652798092,353.02811384929,553.65022086271
"SWCGUZFR6","SWCGUZFR6",16.75225,-88.07146,"2018",11.9,NA,NA,NA,NA,NA,476,594,12,33,0,0,51,144,202,152,741,350,223,4543,2143,4893
"SWCGUZFR6","SWCGUZFR6",16.76079,-88.07356,"2021",11.4,NA,NA,NA,NA,NA,1025,2426,9,8,83,257,0,0,65,62,1182,1793,5549,424,503,2217
"SWCGUZFR6","SWCGUZFR6",16.76079,-88.07356,"2021",13.1,NA,27.67,6.35,22,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWCGUZFR6","SWCGUZFR6",16.7608,-88.0736,"2023",NA,"Barrier",16.5,8.902247,18,5.802298,40.018933069118,73.791266512832,9.2473765103305,24.269397689391,9.7963896155649,6.92709352831142,225.97930991314,677.93792973942,185.72465208746,179.92177183686,470.766661195613,121.07147043594,125.9831461097,297.69123183701,216.86632446434,418.76270227295
"Tarpon","Tarpon Patch",18.17413,-87.83186,"2018",1,NA,NA,NA,NA,NA,141,228,0,0,20,42,0,0,242,240,403,153,260,112,228,265
"The Anchor","The Anchor",18.0974,-87.85613,"2018",12.9,NA,NA,NA,NA,NA,214,280,9,30,13,27,0,0,288,473,524,631,1055,1027,1037,1658
"WFR4",NA,16.81538,-87.85217,"2018",8.1,NA,34.33,12.18,4.83,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WFR4",NA,16.81538,-87.85217,"2018",8.9,NA,NA,NA,NA,NA,1099,900,410,682,276,711,0,0,502,558,2287,414,352,3310,3680,3724
"WFR6",NA,16.83796,-87.84392,"2018",7.7,NA,33.83,14.3,3.33,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WFR6",NA,16.83796,-87.84392,"2018",8.1,NA,NA,NA,NA,NA,1354,1394,90,147,60,116,102,188,367,741,1973,5605,9707,3145,2603,8750
"WP3","Way Point 3",17.4481,-88.0584,"2023",NA,"Barrier",17.333333,9.843215,1.166667,1.674979,33.473632943671,41.018274049933,25.19572245877,38.487101785471,428.87090979582,303.257528570268,0,0,89.530660678345,89.680765960575,577.070925876606,63.692436326902,70.694861642107,199.15439235644,308.37327535254,262.846828683342
"WP4_BR","West Point 4",17.3866,-87.9358,"2023",NA,"Atoll",22.166667,7.624886,0.333333,0.471405,84.559648083831,137.1525476377,82.432159406618,122.20907351108,0,0,0,0,187.50660975944,241.4851340614,354.498417249889,375.05585769203,304.16211057387,233.07365243583,220.04470243031,608.12951012786
"WP4_BR","WP4_BR",17.38659,-87.93578,"2018",7.6,NA,NA,NA,NA,NA,245,324,78,159,17,31,0,0,486,534,826,92,102,1270,864,1362
"WP4_DFR","West Point 4",17.3835,-87.9397,"2023",NA,"Atoll",11.166667,4.058599,6,2.886751,797.9524544711,666.43515021936,62.496726971069,124.72483607558,1.5237142745607,1.07742869613261,0,0,702.52629375687,1668.6843244135,1564.4991894736,656.31189234294,1169.6094826851,2472.0841288931,3093.2011102685,3128.39602123604
"WP4_DFR","WP4_DFR",17.38347,-87.93974,"2018",10.7,NA,NA,NA,NA,NA,720,926,121,197,78,146,0,0,420,431,1339,434,628,1420,1453,1854
"WP4_SFR","West Point 4",17.3836,-87.9382,"2023",NA,"Atoll",10.166667,6.256108,1.5,1.384437,250.75901218608,274.70540399584,176.61906226342,308.55155523646,12.245487019456,8.65886691038918,0,0,300.30378941736,240.13027500408,739.927350886316,186.44419148035,323.15460468989,451.86079011721,315.7742493312,638.30498159756
"WP4_SFR","WP4_SFR",17.38359,-87.93821,"2018",7.6,NA,NA,NA,NA,NA,24,45,121,225,0,0,0,0,200,159,345,417,126,2061,1426,2478
"WP5_DFR","West Point 5",17.5465,-87.8228,"2023",NA,"Atoll",19.666667,6.472163,13,6.429101,2676.5096010772,5004.8385096543,148.7836903547,267.58729916453,93.134722838494,65.8561940830287,0,0,74.802480779399,154.78753026788,2993.23049504979,358.34502891629,192.54432966781,2285.2743619454,3200.092066976,2643.61939086169
"WP5_DFR","WP5_DFR",17.54603,-87.82514,"2018",10.7,NA,NA,NA,NA,NA,201,334,0,0,24,67,0,0,139,200,364,510,753,1037,639,1547
"WP5_SFR","West Point 5",17.5467,-87.8219,"2023",NA,"Atoll",38.833333,7.733405,0.166667,0.372678,10.61243597077,28.077866383253,46.203907872122,122.24404982897,53.608863724477,37.9071910712832,0,0,0,0,110.425207567369,539.88465112524,394.93933632282,1153.420881987,807.14715137506,1693.30553311224
"WP5_SFR","WP5_SFR",17.54716,-87.82292,"2018",7.6,NA,NA,NA,NA,NA,11,31,14,40,162,457,0,0,477,342,664,328,347,1606,1435,1934
"WQ4","WQ4",17.43809,-87.534,"2021",1.6,NA,8.5,0.84,1.17,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WQ4","WQ4",17.43809,-87.534,"2021",2,NA,NA,NA,NA,NA,220,175,0,0,13,40,0,0,286,535,519,430,532,2400,1735,2830
NA,"BZ1081",18.1755,-87.828,"2023",NA,"Barrier",4.666667,3.496029,38.5,7.756718,240.57361045582,373.20765779558,0,0,37.253889135398,26.3424776332118,0,0,36.715048969017,86.032905248917,314.542548560235,251.64619173576,296.17767536708,672.41752905163,1254.281780135,924.06372078739
NA,"BZ1234",18.1807,-87.8284,"2023",NA,"Barrier",2.666667,2.285218,40.75,4.845531,25.469846329847,76.409538989542,0,0,38.472860555046,27.2044205901175,523.46759071072,1570.4027721322,28.58095622452,81.970475589416,615.991253820133,3811.4221074364,10508.827805696,309.86807957488,586.508663139,4121.29018701128
NA,"CBSFR",17.157,-87.9092,"2023",NA,"Atoll",20.5,9.517528,4.166667,2.67187,1504.6523993103,2110.8280170198,0,0,139.0692423672,98.3368043323226,0,0,493.26672894694,569.99163266434,2136.98837062444,255.14069534938,317.80211625869,566.06475684207,612.41998604526,821.20545219145
NA,"CZ2_SFR",17.5101,-87.7499,"2023",NA,"Atoll",15.833333,4.980518,9.166667,1.86339,845.52861992351,1085.7679403606,123.21042099232,348.49169678609,0,0,0,0,165.21128595871,298.27153108915,1133.95032687454,1178.8924815526,788.53325661728,3247.2379302166,2795.8973163545,4426.1304117692
NA,"Pompion",16.3731,-88.0892,"2023",NA,"Barrier",7.333333,2.357023,42.833333,14.02874,0,0,18.976413702676,33.137722548873,3053.3533350495,2159.04684857206,0,0,530.83256321031,957.18272495108,3603.16231196249,634.8626419823,1122.1010101751,1579.1866003535,977.80958228495,2214.0492423358
NA,"Ranguana",16.331,-88.1497,"2023",NA,"Bank",15.333333,4.189935,10.166667,7.67391,604.59697049166,1419.4469348842,0,0,47.177584818233,33.3595901449761,0,0,435.12292239572,844.68634730026,1086.89747770561,843.19892640033,2186.4621656598,2433.4846118599,2887.8294824738,3276.68353826023
NA,"SP_SFR",17.3344,-87.7877,"2023",NA,"Atoll",18.333333,7.249521,11.25,2.512469,460.07841920975,790.14252490682,270.05710670035,759.92097808453,13.593702727624,9.612199380137,0,0,118.81555245856,295.78221265445,862.544781096284,311.71217334633,280.62547524443,1085.0866428868,1899.0981794448,1396.79881623313
